question_id,question,answer,field,year,correct answer,question_english,answer_english,field_english,question_type_category,question_type_format,question_type_clinical_domain,question_type_specialty_subtype,question_type_complexity_level,question_type_is_clinical_case,question_type_required_knowledge,question_type_gender,question_type_age_value,question_type_age_unit,question_type_age_ageCategory
13404,خانم 45 ساله ای اذعان می کند که بعد از اتمام ادرار کردن و حین برخواستن مقداری ادرار مجدداً تخلیه شده نیز همراه با بی اختیاری دائمی است. بیمار سابقه چهار زایمان واژینال داشته و به دلیل DUB یک سال قبل تحت هیسترکتومی قرار گرفته است، نظر شما در مورد تشخیص و درمان بیمار کدام است؟,"{'1': 'احتمال فیستول وزیکوواژینال مطرح است و باید تحت جراحی ترمیمی قرار گیرد. ', '2': 'احتمال Stress Urinary Incontinence (SUI) مطرح است و باید تحت جراحی قرار گیرد. ', '3': 'احتمال Urge Urinary Incontinence (UUI) مطرح است و باید تحت درمان با آنتی کولینرژیک ها قرار گیرد. ', '4': 'احتمال عفونت واژینال مطرح است و باید تحت درمان آنتی بیوتیکی قرار گیرد.'}",اورولوژی,1395,1,"A 45-year-old woman states that after finishing urination and while standing up, some urine is discharged again, along with continuous incontinence. The patient has a history of four vaginal deliveries and underwent a hysterectomy one year ago due to DUB. What is your opinion regarding the diagnosis and treatment of the patient?","{""1"": ""Vesicovaginal fistula is probable and should be treated with reconstructive surgery."", ""2"": ""Stress Urinary Incontinence (SUI) is probable and should be treated with surgery."", ""3"": ""Urge Urinary Incontinence (UUI) is probable and should be treated with anticholinergics."", ""4"": ""Vaginal infection is probable and should be treated with antibiotics.""}",Urology,diagnosis,case_scenario,urology,urinary_incontinence,intermediate,1.0,"[""urinary incontinence types"", ""post-void dribbling"", ""stress urinary incontinence"", ""pelvic organ prolapse"", ""hysterectomy complications"", ""diagnosis of urinary incontinence"", ""treatment of urinary incontinence""]",female,45,years,Adult (18+)
781,آقای ۵۸ ساله به دلیل تروما به گردن در حین تصادف به اورژانس مراجعه کرده است. در معاینه انجام شده قدرت عضلات هر چهار اندام کاهش یافته است ولی در اندام فوقانی کاهش قدرت مشهودتر است و نیز در دست، قدرت عضلات دیستال کمتر از پروگزیمال است. به نظر شما کدام سندرم نخاعی مطرح میباشد؟,"{'1': 'Central cord ', '2': 'Brown sequard ', '3': 'Anterior cord ', '4': 'Posterior cord'}",ارتوپدی,1402,1,"A 58-year-old male presented to the emergency department due to neck trauma during an accident. On examination, muscle strength in all four limbs is decreased, but the decrease in strength is more evident in the upper limbs, and in the hands, distal muscle strength is less than proximal. Which spinal cord syndrome do you think is likely?","{""1"": ""Central cord "", ""2"": ""Brown sequard "", ""3"": ""Anterior cord "", ""4"": ""Posterior cord""}",Orthopedics,diagnosis,case_scenario,neurology,spinal_cord_syndromes,intermediate,1.0,"[""Spinal cord anatomy"", ""Spinal cord injury syndromes"", ""Neurological examination""]",male,58,years,Adult (18+)
5012,برای جلوگیری از بروز Refeeding Syndrome انجام کدامیک از اقدامات زیر ضروری نیست؟,"{'1': 'تجویز تیامین قبل از اصلاح سوء تغذیه ', '2': 'اصلاح هایپرگلیسمی قبل از اصلاح سوء تغذیه ', '3': 'اصلاح اختلال آب و الکترولیت قبل از اصلاح سوء تغذیه ', '4': 'اصلاح تدریجی و آهسته سوء تغذیه'}",جراحی,1398,2,Which of the following measures is NOT necessary to prevent Refeeding Syndrome?,"{""1"": ""Administration of thiamine before correcting malnutrition"", ""2"": ""Correction of hyperglycemia before correcting malnutrition"", ""3"": ""Correction of water and electrolyte imbalance before correcting malnutrition"", ""4"": ""Gradual and slow correction of malnutrition""}",Surgery,treatment,direct_question,endocrinology,metabolic_disorders,intermediate,0.0,"[""Refeeding Syndrome"", ""Nutritional support"", ""Electrolyte management""]",unspecified,unspecified,unspecified,Unspecified
10896,در بررسی کودک 4 ساله با خونریزی رکتال، پولیپ منفرد و پایه دار رکتوم به سایز 3 سانتی متر مشاهده گردید که در بررسی میکروسکوپی شامل غدد متسع محتوی موسین و سلول های التهابی، بدون وجود تغییرات دیسپلازی است. مناسب ترین تشخیص کدام یک از موارد زیر است؟,"{'1': 'Tubular adenoma ', '2': 'Hyperplastic polyp ', '3': 'Peutz-Jeghers polyp ', '4': 'Juvenile polyp'}",پاتولوژی,1395,4,"In the examination of a 4-year-old child with rectal bleeding, a single, pedunculated rectal polyp measuring 3 cm was observed. Microscopic examination revealed dilated glands containing mucin and inflammatory cells, without evidence of dysplastic changes. Which of the following is the most appropriate diagnosis?","{""1"": ""Tubular adenoma "", ""2"": ""Hyperplastic polyp "", ""3"": ""Peutz-Jeghers polyp "", ""4"": ""Juvenile polyp""}",Pathology,diagnosis,multiple_choice,pediatrics,gastroenterology,intermediate,1.0,"[""Pediatric rectal bleeding etiology"", ""Pathology of rectal polyps in children"", ""Differential diagnosis of rectal polyps""]",unspecified,4,years,Child (2-17)
12933,بیمار 5 ساله در فصل تابستان از 24 ساعت قبل دچار اسهال آبکی 10-12بار در روز می شود. در معاینه کودک بی قرار است. تب ندارد. نبض ها به سختی لمس می شود. فشار خون 80/p mmHg می باشد. در آزمایش مدفوع گلبول سفید و قرمز 0-1 بوده است. بهترین روش تشخیصی عامل بیماری کدام است؟,"{'1': 'دیدن تروفوزوئیت در مدفوع ', '2': 'کشت مدفوع در محیط SS ', '3': 'بررسی توکسین در مدفوع ', '4': 'کشت مدفوع در محیط TCBS'}",عفونی,1395,4,"A 5-year-old patient in the summer has had watery diarrhea 10-12 times a day for the past 24 hours. On examination, the child is restless. No fever. Pulses are barely palpable. Blood pressure is 80/p mmHg. Stool test showed 0-1 white and red blood cells. What is the best diagnostic method for the causative agent?","{""1"": ""Seeing trophozoites in stool"", ""2"": ""Stool culture on SS medium"", ""3"": ""Toxin testing in stool"", ""4"": ""Stool culture on TCBS medium""}",Infectious Diseases,diagnosis,case_scenario,pediatrics,gastroenterology,intermediate,1.0,"[""Pediatric gastroenterology"", ""Dehydration assessment in children"", ""Causes of acute diarrhea in children"", ""Diagnostic approaches for infectious diarrhea""]",unspecified,5,years,Child (2-17)
9591,برای درمان بروسلوز بدون عارضه در مرد 40 ساله، رژیم درمانی ارجح کدام است؟,"{'1': 'استرپتومایسین + داکسی سایکلین ', '2': 'داکسی سایکلین + ریفامپین ', '3': 'استرپتومایسین + ریفامپین ', '4': 'داکسی سایکلین + ریفامپین + استرپتومایسین'}",عفونی,1396,1,What is the preferred treatment regimen for uncomplicated brucellosis in a 40-year-old male?,"{""1"": ""Streptomycin + Doxycycline"", ""2"": ""Doxycycline + Rifampicin"", ""3"": ""Streptomycin + Rifampicin"", ""4"": ""Doxycycline + Rifampicin + Streptomycin""}",Infectious Diseases,treatment,direct_question,infectious_disease,bacterial_infections,intermediate,1.0,"[""Brucellosis treatment guidelines"", ""Antibiotic regimens for Brucellosis"", ""Patient age and gender considerations in treatment""]",male,40,years,Adult (18+)
36,در مورد فردی که در دستش خراش‌های کوچک و سائیدگی‌های بدون خونریزی دارد و حین غذا دادن به سگ‌های ولگرد، حیوان دستش را لیس زده باشد، طبق توصیه‌های سازمان بهداشت جهانی جهت پیشگیری از هاری کدام مورد صحیح‌تر است؟,"{'1': 'در صورت وجود شرح حال قابل اعتماد، هیچ درمانی لازم نیست. ', '2': 'به\u200cسرعت واکسن ضد هاری تزریق شود. ', '3': 'به\u200cسرعت ایمونوگلوبولین ضد هاری و واکسن تزریق شود. ', '4': 'شخص به مدت ده روز از نظر علائم هاری کنترل گردد.'}",آمار,1403,2,"Regarding a person who has small scratches and abrasions without bleeding on their hand, and a stray dog licked their hand while being fed, according to WHO recommendations for rabies prevention, which option is most correct?","{""1"": ""If there is a reliable history, no treatment is necessary."", ""2"": ""Rabies vaccine should be administered immediately."", ""3"": ""Rabies immunoglobulin and vaccine should be administered immediately."", ""4"": ""The person should be monitored for rabies symptoms for ten days.""}",Statistics,treatment,direct_question,infectious_disease,rabies,intermediate,1.0,"[""Rabies post-exposure prophylaxis"", ""WHO guidelines for rabies prevention"", ""Wound management after animal exposure""]",unspecified,unspecified,unspecified,Unspecified
13983,دختر 4 ساله ای ناگهان دچار تب و اختلال بلع شده و در معاینه بدحال و توکسیک می باشد. آبریزش واضح دهان و تمایل به نشستن دارد. روش درمانی ارجح در این کودک کدام است؟,"{'1': 'کورتیکواستروئید تزریقی ', '2': 'اپی\u200cنفرین راسمیک ', '3': 'تراکئوستومی ', '4': 'لوله\u200cگذاری داخل تراشه'}",کودکان,1394,4,"A 4-year-old girl suddenly develops fever and difficulty swallowing, and on examination appears ill and toxic. She has significant drooling and prefers to sit up. What is the preferred treatment method for this child?","{""1"": ""Injectable corticosteroids"", ""2"": ""Racemic epinephrine"", ""3"": ""Tracheostomy"", ""4"": ""Endotracheal intubation""}",Pediatrics,treatment,case_scenario,pediatrics,infectious_disease,intermediate,1.0,"[""pediatric infectious diseases"", ""airway management"", ""epiglottitis treatment""]",female,4,years,Child (2-17)
827,آقای ۶۴ ساله به علت خستگی مزمن از حدود ۴ ماه قبل مراجعه کرده است. سابقه بیماری دیگری را ذکر نکرده است. تب ندارد. در معاینه طحال بزرگ و تا حدود ناف میباشد. آزمایشات بیمار به شرح زیر است: در لام خون محیطی نوتروفیل ۵۰٪، مونوسیت ۵٪، میلوسیت ۲٪، متامیلوسیت ۲٪، پرومیلوسیت ۱٪ و افزایش بازوفیل به ۴٪ دیده میشود. تشخیص محتمل کدامیک از موارد زیر است؟,"{'1': 'لوسمی میلوییدی حاد AML ', '2': 'لوسمى لنفوییدی مزمن CLL ', '3': 'لوسمی لنفوییدی حاد ALL ', '4': 'لوسمی ميلوییدی مزمن CML'}",خون و انکولوژی,1402,4,"A 64-year-old male presented with chronic fatigue for about 4 months. He denies any other medical history. He is afebrile. On examination, the spleen is enlarged and extends to the umbilicus. The patient's laboratory tests are as follows: Peripheral blood smear shows neutrophils 50%, monocytes 5%, myelocytes 2%, metamyelocytes 2%, promyelocytes 1%, and increased basophils to 4%. Which of the following is the most likely diagnosis?","{""1"": ""Acute Myeloid Leukemia AML"", ""2"": ""Chronic Lymphocytic Leukemia CLL"", ""3"": ""Acute Lymphocytic Leukemia ALL"", ""4"": ""Chronic Myeloid Leukemia CML""}",Hematology and Oncology,diagnosis,case_scenario,hematology_oncology,myeloproliferative_disorders,intermediate,1.0,"[""Hematology"", ""Peripheral blood smear interpretation"", ""Myeloproliferative neoplasms"", ""Splenomegaly""]",male,64,years,Adult (18+)
13235,پسر هشت ساله ای با یک تورم ارتجاعی سفت به اندازه یک گیلاس در خط وسط گردن در سطح بالاتر یا پائین تر از استخوان هیوئید مراجعه کرده است. تشخیص شما چیست؟,"{'1': 'کیست تیروگلوسال ', '2': 'تومور لوب هرمی غده تیروئید ', '3': 'لنفادنوپاتی بدخیم ', '4': 'تومور غدد ساب لینگوال (زیر زبانی)'}",گوش حلق بینی,1395,1,An eight-year-old boy presented with a firm elastic swelling the size of a cherry in the midline of the neck at a level higher or lower than the hyoid bone. What is your diagnosis?,"{""1"": ""Thyroglossal cyst"", ""2"": ""Tumor of the pyramidal lobe of the thyroid gland"", ""3"": ""Malignant lymphadenopathy"", ""4"": ""Tumor of the sublingual glands""}",ENT/Otolaryngology,diagnosis,case_scenario,otolaryngology,neck_mass,intermediate,1.0,"[""pediatric neck masses"", ""thyroglossal duct cyst"", ""differential diagnosis of neck masses""]",male,8,years,Child (2-17)
